Gene.ID	p.value	ttest.z.score	Degrees.of.freedom	Direction	cell.type	updown	hgnc.symbol
1803	5.36892e-43	-17.5558	209	1	TCELL	up	DPP4
8718	7.34287e-43	-17.5118	209	1	TCELL	up	TNFRSF25
161291	7.79201e-43	-17.5035	209	1	TCELL	up	TMEM30B
6932	8.95627e-43	-17.4839	209	1	TCELL	up	TCF7
6095	2.12545e-42	-17.3626	209	1	TCELL	up	RORA
151835	2.09519e-41	-17.0423	209	1	TCELL	up	CPNE9
6709	1.70535e-40	-16.7498	209	1	TCELL	up	SPTAN1
23348	1.91785e-40	-16.7334	209	1	TCELL	up	DOCK9
7754	2.007e-40	-16.7271	209	1	TCELL	up	ZNF204P
9737	2.73169e-40	-16.6841	209	1	TCELL	up	GPRASP1
4306	4.63888e-40	-16.6104	209	1	TCELL	up	NR3C2
64400	5.62771e-40	-16.5835	209	1	TCELL	up	AKTIP
643641	9.58737e-40	-16.5094	209	1	TCELL	up	ZNF862
10225	1.75929e-39	-16.425	209	1	TCELL	up	CD96
321	2.08742e-39	-16.4012	209	1	TCELL	up	APBA2
4494	2.17416e-39	-16.3956	209	1	TCELL	up	MT1F
939	2.91933e-39	-16.3546	209	1	TCELL	up	CD27
8464	5.7098e-39	-16.2615	209	1	TCELL	up	SUPT3H
113791	7.56642e-39	-16.2224	209	1	TCELL	up	PIK3IP1
4674	1.86102e-38	-16.0976	209	1	TCELL	up	NAP1L2
80162	8.90589e-38	-15.8808	209	1	TCELL	up	PGGHG
8556	1.20494e-37	-15.8389	209	1	TCELL	up	CDC14A
7597	1.82502e-37	-15.7815	209	1	TCELL	up	ZBTB25
57535	2.57854e-37	-15.7337	209	1	TCELL	up	KIAA1324
9814	3.37037e-37	-15.6967	209	1	TCELL	up	SFI1
3097	5.32135e-37	-15.6335	209	1	TCELL	up	HIVEP2
22990	9.70766e-37	-15.5505	209	1	TCELL	up	PCNX1
55008	1.05024e-36	-15.5396	209	1	TCELL	up	HERC6
664	2.13935e-36	-15.4413	209	1	TCELL	up	BNIP3
50852	2.63201e-36	-15.4127	209	1	TCELL	up	TRAT1
23178	3.50344e-36	-15.3732	209	1	TCELL	up	PASK
55268	4.24712e-36	-15.3467	209	1	TCELL	up	ECHDC2
3738	4.32165e-36	-15.3443	209	1	TCELL	up	KCNA3
57134	6.76e-36	-15.2825	209	1	TCELL	up	MAN1C1
2625	1.0624e-35	-15.2202	209	1	TCELL	up	GATA3
3985	1.16134e-35	-15.2079	209	1	TCELL	up	LIMK2
3337	1.68985e-35	-15.1561	209	1	TCELL	up	DNAJB1
11320	9.40601e-35	-14.9195	209	1	TCELL	up	MGAT4A
9744	2.92604e-34	-14.7631	209	1	TCELL	up	ACAP1
10207	3.20583e-34	-14.7506	209	1	TCELL	up	PATJ
399665	1.08899e-33	-14.5821	209	1	TCELL	up	FAM102A
387751	1.21374e-33	-14.5672	209	1	TCELL	up	GVINP1
55450	2.78877e-33	-14.4526	209	1	TCELL	up	CAMK2N1
54463	2.79223e-33	-14.4525	209	1	TCELL	up	RETREG1
8631	3.00672e-33	-14.4423	209	1	TCELL	up	SKAP1
23224	7.06611e-33	-14.3246	209	1	TCELL	up	SYNE2
54462	8.86845e-33	-14.2933	209	1	TCELL	up	CCSER2
26207	1.76292e-32	-14.1987	209	1	TCELL	up	PITPNC1
8445	3.0856e-32	-14.1217	209	1	TCELL	up	DYRK2
5588	6.12504e-32	-14.0272	209	1	TCELL	up	PRKCQ
79652	9.94432e-32	-13.9605	209	1	TCELL	up	TMEM204
56950	1.06724e-31	-13.9508	209	1	TCELL	up	SMYD2
923	1.15579e-31	-13.9398	209	1	TCELL	up	CD6
401428	1.45771e-31	-13.9078	209	1	TCELL	up	OR2A20P
1107	2.67999e-31	-13.8239	209	1	TCELL	up	CHD3
6775	2.9562e-31	-13.8104	209	1	TCELL	up	STAT4
28566	3.79462e-31	-13.776	209	1	TCELL	up	TRBV21-1
7535	3.82806e-31	-13.7748	209	1	TCELL	up	ZAP70
54981	4.97731e-31	-13.7386	209	1	TCELL	up	NMRK1
6314	5.33545e-31	-13.7291	209	1	TCELL	up	ATXN7
23336	5.45681e-31	-13.726	209	1	TCELL	up	SYNM
9397	5.68115e-31	-13.7204	209	1	TCELL	up	NMT2
3800	6.47276e-31	-13.7024	209	1	TCELL	up	KIF5C
6843	9.88886e-31	-13.644	209	1	TCELL	up	VAMP1
55139	9.91533e-31	-13.6436	209	1	TCELL	up	ANKZF1
5583	1.00862e-30	-13.6413	209	1	TCELL	up	PRKCH
80342	1.01877e-30	-13.6399	209	1	TCELL	up	TRAF3IP3
89845	1.14127e-30	-13.6243	209	1	TCELL	up	ABCC10
57449	4.85776e-30	-13.4245	209	1	TCELL	up	PLEKHG5
5920	5.10977e-30	-13.4175	209	1	TCELL	up	PLAAT4
921	6.98628e-30	-13.3744	209	1	TCELL	up	CD5
11083	8.65482e-30	-13.3448	209	1	TCELL	up	DIDO1
11123	1.01036e-29	-13.3234	209	1	TCELL	up	RCAN3
8821	1.27179e-29	-13.2917	209	1	TCELL	up	INPP4B
79961	1.76858e-29	-13.2461	209	1	TCELL	up	DENND2D
7378	2.64762e-29	-13.1904	209	1	TCELL	up	UPP1
2734	3.79558e-29	-13.1406	209	1	TCELL	up	GLG1
5727	5.88566e-29	-13.08	209	1	TCELL	up	PTCH1
23368	7.21589e-29	-13.0518	209	1	TCELL	up	PPP1R13B
23102	8.55761e-29	-13.0282	209	1	TCELL	up	TBC1D2B
11278	1.02886e-28	-13.0028	209	1	TCELL	up	KLF12
994	1.93088e-28	-12.9157	209	1	TCELL	up	CDC25B
64781	2.43923e-28	-12.8833	209	1	TCELL	up	CERK
57602	3.48951e-28	-12.8337	209	1	TCELL	up	USP36
79710	4.82699e-28	-12.7888	209	1	TCELL	up	MORC4
11059	6.21722e-28	-12.7537	209	1	TCELL	up	WWP1
80833	6.50996e-28	-12.7473	209	1	TCELL	up	APOL3
2053	1.24894e-27	-12.657	209	1	TCELL	up	EPHX2
9138	1.3477e-27	-12.6464	209	1	TCELL	up	ARHGEF1
23461	1.6068e-27	-12.622	209	1	TCELL	up	ABCA5
9830	1.71587e-27	-12.6129	209	1	TCELL	up	TRIM14
8911	1.79603e-27	-12.6066	209	1	TCELL	up	CACNA1I
23345	2.88775e-27	-12.5406	209	1	TCELL	up	SYNE1
347902	6.09817e-27	-12.4368	209	1	TCELL	up	AMIGO2
1540	6.31231e-27	-12.432	209	1	TCELL	up	CYLD
2534	6.37924e-27	-12.4305	209	1	TCELL	up	FYN
26152	7.42186e-27	-12.4095	209	1	TCELL	up	ZNF337
472	7.79634e-27	-12.4026	209	1	TCELL	up	ATM
729030	1.02957e-26	-12.3639	209	1	TCELL	up	NA
26034	1.05181e-26	-12.361	209	1	TCELL	up	IPCEF1
221061	1.3031e-26	-12.3311	209	1	TCELL	up	FAM171A1
360	2.08438e-26	-12.2657	209	1	TCELL	up	AQP3
1795	2.68094e-26	-12.2307	209	1	TCELL	up	DOCK3
55818	2.8628e-26	-12.2215	209	1	TCELL	up	KDM3A
8717	3.03108e-26	-12.2135	209	1	TCELL	up	TRADD
92106	3.43459e-26	-12.1961	209	1	TCELL	up	OXNAD1
22982	3.969e-26	-12.176	209	1	TCELL	up	DIP2C
10500	4.06784e-26	-12.1725	209	1	TCELL	up	SEMA6C
54861	4.08869e-26	-12.1718	209	1	TCELL	up	SNRK
3268	4.28782e-26	-12.1652	209	1	TCELL	up	AGFG2
155066	4.48117e-26	-12.159	209	1	TCELL	up	ATP6V0E2
51176	6.0421e-26	-12.1173	209	1	TCELL	up	LEF1
6304	1.27328e-25	-12.0132	209	1	TCELL	up	SATB1
9372	1.36926e-25	-12.003	209	1	TCELL	up	ZFYVE9
2633	1.54388e-25	-11.9863	209	1	TCELL	up	GBP1
406	1.63032e-25	-11.9786	209	1	TCELL	up	ARNTL
55188	1.98288e-25	-11.9513	209	1	TCELL	up	RIC8B
22861	2.45405e-25	-11.9214	209	1	TCELL	up	NLRP1
55423	4.71296e-25	-11.83	209	1	TCELL	up	SIRPG
64699	5.04924e-25	-11.8204	209	1	TCELL	up	TMPRSS3
23059	5.75953e-25	-11.8019	209	1	TCELL	up	CLUAP1
387535	7.25398e-25	-11.7696	209	1	TCELL	up	NA
2533	7.65043e-25	-11.7621	209	1	TCELL	up	FYB1
2113	7.91699e-25	-11.7573	209	1	TCELL	up	ETS1
55337	1.1848e-24	-11.7007	209	1	TCELL	up	SHFL
79634	1.44399e-24	-11.6729	209	1	TCELL	up	SCRN3
8519	1.45815e-24	-11.6715	209	1	TCELL	up	IFITM1
919	1.99183e-24	-11.6277	209	1	TCELL	up	CD247
4068	2.24893e-24	-11.6106	209	1	TCELL	up	SH2D1A
63926	2.39578e-24	-11.6017	209	1	TCELL	up	ANKEF1
9531	2.5686e-24	-11.5919	209	1	TCELL	up	BAG3
5295	4.19966e-24	-11.5227	209	1	TCELL	up	PIK3R1
116828	4.76623e-24	-11.5049	209	1	TCELL	up	N4BP2L2-IT2
5934	5.72765e-24	-11.479	209	1	TCELL	up	RBL2
56990	5.85173e-24	-11.4759	209	1	TCELL	up	CDC42SE2
3695	5.92038e-24	-11.4743	209	1	TCELL	up	ITGB7
6504	7.1228e-24	-11.4482	209	1	TCELL	up	SLAMF1
10125	7.48108e-24	-11.4413	209	1	TCELL	up	RASGRP1
23214	8.6558e-24	-11.4207	209	1	TCELL	up	XPO6
25956	1.00129e-23	-11.4002	209	1	TCELL	up	SEC31B
115817	1.37876e-23	-11.355	209	1	TCELL	up	DHRS1
57062	1.53818e-23	-11.3395	209	1	TCELL	up	DDX24
57509	1.59483e-23	-11.3344	209	1	TCELL	up	MTUS1
53405	1.64586e-23	-11.3299	209	1	TCELL	up	CLIC5
6772	2.18622e-23	-11.2898	209	1	TCELL	up	STAT1
80169	2.42221e-23	-11.2753	209	1	TCELL	up	CTC1
55086	2.42927e-23	-11.2749	209	1	TCELL	up	RADX
23484	2.44052e-23	-11.2742	209	1	TCELL	up	LEPROTL1
55340	2.53077e-23	-11.2691	209	1	TCELL	up	GIMAP5
57048	3.45176e-23	-11.2251	209	1	TCELL	up	PLSCR3
8871	3.94267e-23	-11.2063	209	1	TCELL	up	SYNJ2
27240	4.39673e-23	-11.1908	209	1	TCELL	up	SIT1
1120	4.54457e-23	-11.1861	209	1	TCELL	up	CHKB
23526	5.32971e-23	-11.1635	209	1	TCELL	up	ARHGAP45
6638	5.55934e-23	-11.1575	209	1	TCELL	up	SNRPN
476	5.78674e-23	-11.1518	209	1	TCELL	up	ATP1A1
3710	6.07027e-23	-11.145	209	1	TCELL	up	ITPR3
26018	6.12938e-23	-11.1437	209	1	TCELL	up	LRIG1
23253	7.51024e-23	-11.1148	209	1	TCELL	up	ANKRD12
23275	8.07951e-23	-11.1044	209	1	TCELL	up	POFUT2
657	8.27314e-23	-11.1011	209	1	TCELL	up	BMPR1A
94431	8.50434e-23	-11.0972	209	1	TCELL	up	NA
149628	8.95228e-23	-11.0899	209	1	TCELL	up	PYHIN1
4646	1.09282e-22	-11.0615	209	1	TCELL	up	MYO6
4063	1.19617e-22	-11.0487	209	1	TCELL	up	LY9
64061	1.40735e-22	-11.0255	209	1	TCELL	up	TSPYL2
6448	1.4212e-22	-11.0241	209	1	TCELL	up	SGSH
253980	1.53705e-22	-11.013	209	1	TCELL	up	KCTD13
154881	1.65105e-22	-11.0028	209	1	TCELL	up	KCTD7
2026	1.73535e-22	-10.9957	209	1	TCELL	up	ENO2
926	1.75261e-22	-10.9943	209	1	TCELL	up	CD8B
5527	1.78085e-22	-10.992	209	1	TCELL	up	PPP2R5C
253461	2.04525e-22	-10.9723	209	1	TCELL	up	ZBTB38
4297	2.08165e-22	-10.9698	209	1	TCELL	up	KMT2A
8555	2.1047e-22	-10.9682	209	1	TCELL	up	CDC14B
9057	2.6884e-22	-10.9333	209	1	TCELL	up	SLC7A6
440	2.90132e-22	-10.9225	209	1	TCELL	up	ASNS
5504	3.07425e-22	-10.9142	209	1	TCELL	up	PPP1R2
59307	3.38151e-22	-10.9006	209	1	TCELL	up	SIGIRR
8681	3.45983e-22	-10.8973	209	1	TCELL	up	JMJD7-PLA2G4B
79441	3.53021e-22	-10.8945	209	1	TCELL	up	HAUS3
9648	4.1252e-22	-10.8722	209	1	TCELL	up	GCC2
818	4.66292e-22	-10.8547	209	1	TCELL	up	CAMK2G
79668	4.85175e-22	-10.849	209	1	TCELL	up	PARP8
276	5.85949e-22	-10.8221	209	1	TCELL	up	AMY1A
55619	5.98366e-22	-10.8191	209	1	TCELL	up	DOCK10
23469	6.86825e-22	-10.7993	209	1	TCELL	up	PHF3
1643	6.93264e-22	-10.798	209	1	TCELL	up	DDB2
8449	7.76149e-22	-10.7819	209	1	TCELL	up	DHX16
9882	7.93788e-22	-10.7786	209	1	TCELL	up	TBC1D4
88523	8.14143e-22	-10.775	209	1	TCELL	up	NA
9683	8.75808e-22	-10.7646	209	1	TCELL	up	N4BP1
4863	1.10767e-21	-10.7309	209	1	TCELL	up	NPAT
4747	1.14248e-21	-10.7265	209	1	TCELL	up	NEFL
288	1.32526e-21	-10.7052	209	1	TCELL	up	ANK3
5922	1.37621e-21	-10.6998	209	1	TCELL	up	RASA2
11119	1.43535e-21	-10.6938	209	1	TCELL	up	BTN3A1
9617	1.55966e-21	-10.6818	209	1	TCELL	up	MTRF1
9497	1.77394e-21	-10.6634	209	1	TCELL	up	SLC4A7
7508	2.20053e-21	-10.6324	209	1	TCELL	up	XPC
10507	2.67712e-21	-10.6042	209	1	TCELL	up	SEMA4D
7220	3.1862e-21	-10.5792	209	1	TCELL	up	TRPC1
1577	3.37589e-21	-10.5709	209	1	TCELL	up	CYP3A5
23046	3.423e-21	-10.5689	209	1	TCELL	up	KIF21B
221078	3.79233e-21	-10.5541	209	1	TCELL	up	NSUN6
7561	3.88935e-21	-10.5505	209	1	TCELL	up	ZNF14
11329	4.25963e-21	-10.5374	209	1	TCELL	up	STK38
26098	4.41617e-21	-10.5322	209	1	TCELL	up	EDRF1
9159	4.42535e-21	-10.5319	209	1	TCELL	up	PCSK7
29909	4.68207e-21	-10.5238	209	1	TCELL	up	GPR171
9725	5.20217e-21	-10.5086	209	1	TCELL	up	TMEM63A
23492	6.24106e-21	-10.4823	209	1	TCELL	up	CBX7
6415	7.43874e-21	-10.457	209	1	TCELL	up	SELENOW
23174	1.00283e-20	-10.4138	209	1	TCELL	up	ZCCHC14
6890	1.18606e-20	-10.3896	209	1	TCELL	up	TAP1
23215	1.20857e-20	-10.3868	209	1	TCELL	up	PRRC2C
10947	1.34932e-20	-10.3709	209	1	TCELL	up	AP3M2
1123	1.40569e-20	-10.365	209	1	TCELL	up	CHN1
54681	1.44175e-20	-10.3613	209	1	TCELL	up	P4HTM
10943	1.67231e-20	-10.3398	209	1	TCELL	up	MSL3
4501	1.94604e-20	-10.3179	209	1	TCELL	up	MT1X
2073	2.02082e-20	-10.3124	209	1	TCELL	up	ERCC5
9546	2.05493e-20	-10.31	209	1	TCELL	up	APBA3
25821	2.40029e-20	-10.2874	209	1	TCELL	up	MTO1
23338	2.78159e-20	-10.266	209	1	TCELL	up	JADE2
5467	2.88115e-20	-10.2609	209	1	TCELL	up	PPARD
9905	3.20785e-20	-10.2453	209	1	TCELL	up	SGSM2
55187	3.24415e-20	-10.2437	209	1	TCELL	up	VPS13D
440270	3.32252e-20	-10.2402	209	1	TCELL	up	GOLGA8B
23015	3.34127e-20	-10.2394	209	1	TCELL	up	GOLGA8A
6489	3.49909e-20	-10.2327	209	1	TCELL	up	ST8SIA1
6777	3.92317e-20	-10.2161	209	1	TCELL	up	STAT5B
7464	4.14835e-20	-10.2079	209	1	TCELL	up	CORO2A
57198	4.97342e-20	-10.1816	209	1	TCELL	up	ATP8B2
10561	5.12338e-20	-10.1772	209	1	TCELL	up	IFI44
5813	5.13924e-20	-10.1768	209	1	TCELL	up	PURA
28984	5.41363e-20	-10.1692	209	1	TCELL	up	RGCC
59338	5.98068e-20	-10.1547	209	1	TCELL	up	PLEKHA1
91782	6.46685e-20	-10.1433	209	1	TCELL	up	CHMP7
51466	7.01235e-20	-10.1315	209	1	TCELL	up	EVL
55274	8.0987e-20	-10.1105	209	1	TCELL	up	PHF10
7294	8.20344e-20	-10.1086	209	1	TCELL	up	TXK
26999	8.67016e-20	-10.1005	209	1	TCELL	up	CYFIP2
51303	8.92641e-20	-10.0963	209	1	TCELL	up	FKBP11
11118	9.30386e-20	-10.0903	209	1	TCELL	up	BTN3A2
5217	9.35832e-20	-10.0894	209	1	TCELL	up	PFN2
3275	1.00275e-19	-10.0793	209	1	TCELL	up	PRMT2
687	1.22332e-19	-10.0503	209	1	TCELL	up	KLF9
10123	1.2695e-19	-10.0448	209	1	TCELL	up	ARL4C
1901	1.65382e-19	-10.0062	209	1	TCELL	up	S1PR1
4204	1.68156e-19	-10.0037	209	1	TCELL	up	MECP2
399	1.82548e-19	-9.9917	209	1	TCELL	up	RHOH
6935	2.34292e-19	-9.95512	209	1	TCELL	up	ZEB1
841	2.46531e-19	-9.94766	209	1	TCELL	up	CASP8
5578	2.58368e-19	-9.94078	209	1	TCELL	up	PRKCA
51149	4.03284e-19	-9.87538	209	1	TCELL	up	MRNIP
55180	4.07511e-19	-9.87384	209	1	TCELL	up	LINS1
4216	4.75767e-19	-9.85106	209	1	TCELL	up	MAP3K4
7433	4.80609e-19	-9.84957	209	1	TCELL	up	VIPR1
64210	4.89313e-19	-9.84693	209	1	TCELL	up	MMS19
85021	4.99263e-19	-9.84396	209	1	TCELL	up	REPS1
727851	5.15e-19	-9.8394	209	1	TCELL	up	RGPD8
3134	5.17763e-19	-9.83861	209	1	TCELL	up	HLA-F
8518	5.30222e-19	-9.83511	209	1	TCELL	up	ELP1
29121	6.10878e-19	-9.81425	209	1	TCELL	up	CLEC2D
79695	6.33946e-19	-9.80878	209	1	TCELL	up	GALNT12
2054	6.34169e-19	-9.80873	209	1	TCELL	up	STX2
57185	6.34836e-19	-9.80858	209	1	TCELL	up	NIPAL3
5937	7.12045e-19	-9.79166	209	1	TCELL	up	RBMS1
6609	7.41019e-19	-9.78577	209	1	TCELL	up	SMPD1
80055	7.71308e-19	-9.77986	209	1	TCELL	up	PGAP1
5732	8.52547e-19	-9.76508	209	1	TCELL	up	PTGER2
9013	9.26458e-19	-9.75281	209	1	TCELL	up	TAF1C
9583	1.00221e-18	-9.7412	209	1	TCELL	up	ENTPD4
55196	1.07225e-18	-9.73121	209	1	TCELL	up	RESF1
8832	1.24957e-18	-9.70858	209	1	TCELL	up	CD84
10384	1.26098e-18	-9.70724	209	1	TCELL	up	BTN3A3
55664	1.3662e-18	-9.69538	209	1	TCELL	up	CDC37L1
253959	1.40265e-18	-9.69148	209	1	TCELL	up	RALGAPA1
3655	1.4535e-18	-9.68621	209	1	TCELL	up	ITGA6
5775	1.56283e-18	-9.67547	209	1	TCELL	up	PTPN4
7767	1.57366e-18	-9.67445	209	1	TCELL	up	ZNF224
51161	1.72089e-18	-9.6612	209	1	TCELL	up	C3orf18
79958	1.82909e-18	-9.65216	209	1	TCELL	up	DENND1C
3631	1.86325e-18	-9.64942	209	1	TCELL	up	INPP4A
1741	1.93238e-18	-9.64402	209	1	TCELL	up	DLG3
4775	2.2363e-18	-9.62235	209	1	TCELL	up	NFATC3
1236	2.35354e-18	-9.61476	209	1	TCELL	up	CCR7
4926	2.38491e-18	-9.6128	209	1	TCELL	up	NUMA1
225	2.5084e-18	-9.6053	209	1	TCELL	up	ABCD2
26751	2.58568e-18	-9.60079	209	1	TCELL	up	SH3YL1
23263	2.8373e-18	-9.587	209	1	TCELL	up	MCF2L
8720	3.0868e-18	-9.57447	209	1	TCELL	up	MBTPS1
4034	3.19713e-18	-9.56925	209	1	TCELL	up	LRCH4
5125	3.27548e-18	-9.56565	209	1	TCELL	up	PCSK5
23043	3.35568e-18	-9.56205	209	1	TCELL	up	TNIK
57326	4.11816e-18	-9.53157	209	1	TCELL	up	PBXIP1
63917	4.41064e-18	-9.52135	209	1	TCELL	up	GALNT11
7752	4.95058e-18	-9.50414	209	1	TCELL	up	ZNF200
57125	5.36034e-18	-9.49228	209	1	TCELL	up	PLXDC1
5533	5.45045e-18	-9.48979	209	1	TCELL	up	PPP3CC
11009	5.46215e-18	-9.48947	209	1	TCELL	up	IL24
10235	5.74527e-18	-9.48193	209	1	TCELL	up	RASGRP2
90	5.92477e-18	-9.47734	209	1	TCELL	up	ACVR1
11120	6.13832e-18	-9.47206	209	1	TCELL	up	BTN2A1
3298	6.60427e-18	-9.46113	209	1	TCELL	up	HSF2
26049	6.8984e-18	-9.45463	209	1	TCELL	up	FAM169A
55739	6.8993e-18	-9.45461	209	1	TCELL	up	NAXD
55013	7.07276e-18	-9.4509	209	1	TCELL	up	MCUB
22890	7.49856e-18	-9.44216	209	1	TCELL	up	ZBTB1
26249	7.74002e-18	-9.43742	209	1	TCELL	up	KLHL3
55876	8.09257e-18	-9.43076	209	1	TCELL	up	GSDMB
5252	8.44984e-18	-9.4243	209	1	TCELL	up	PHF1
155400	8.50468e-18	-9.42334	209	1	TCELL	up	NSUN5P1
79037	1.01287e-17	-9.39718	209	1	TCELL	up	PVRIG
126231	1.04576e-17	-9.3924	209	1	TCELL	up	ZNF573
9975	1.07049e-17	-9.3889	209	1	TCELL	up	NR1D2
5334	1.23054e-17	-9.36802	209	1	TCELL	up	PLCL1
4152	1.3384e-17	-9.35542	209	1	TCELL	up	MBD1
727877	1.44932e-17	-9.34347	209	1	TCELL	up	NA
54737	1.4546e-17	-9.34293	209	1	TCELL	up	MPHOSPH8
10519	1.64942e-17	-9.32406	209	1	TCELL	up	CIB1
83752	1.65351e-17	-9.32368	209	1	TCELL	up	LONP2
51654	1.71092e-17	-9.31856	209	1	TCELL	up	CDK5RAP1
55303	1.75509e-17	-9.31473	209	1	TCELL	up	GIMAP4
51735	2.03399e-17	-9.29256	209	1	TCELL	up	RAPGEF6
25945	2.09662e-17	-9.288	209	1	TCELL	up	NECTIN3
642732	2.19308e-17	-9.28123	209	1	TCELL	up	NA
9214	2.34458e-17	-9.27118	209	1	TCELL	up	FCMR
6785	2.47994e-17	-9.26273	209	1	TCELL	up	ELOVL4
23177	2.61428e-17	-9.25478	209	1	TCELL	up	CEP68
9129	3.68645e-17	-9.20296	209	1	TCELL	up	PRPF3
51696	3.83492e-17	-9.197	209	1	TCELL	up	HECA
7128	3.99331e-17	-9.19089	209	1	TCELL	up	TNFAIP3
118924	4.23578e-17	-9.18198	209	1	TCELL	up	FRA10AC1
54674	4.28313e-17	-9.1803	209	1	TCELL	up	LRRN3
2145	4.85943e-17	-9.16122	209	1	TCELL	up	EZH1
25777	5.23786e-17	-9.14987	209	1	TCELL	up	SUN2
54476	5.41818e-17	-9.14475	209	1	TCELL	up	RNF216
51586	5.59726e-17	-9.13983	209	1	TCELL	up	MED15
84861	5.72264e-17	-9.13647	209	1	TCELL	up	KLHL22
55324	5.79872e-17	-9.13447	209	1	TCELL	up	ABCF3
55096	6.012e-17	-9.129	209	1	TCELL	up	EBLN2
55037	6.02164e-17	-9.12876	209	1	TCELL	up	PTCD3
6955	6.02867e-17	-9.12858	209	1	TCELL	up	TRA
81576	6.15239e-17	-9.12551	209	1	TCELL	up	CCDC130
54014	7.07248e-17	-9.10438	209	1	TCELL	up	BRWD1
2744	7.94238e-17	-9.08679	209	1	TCELL	up	GLS
24140	8.0489e-17	-9.08477	209	1	TCELL	up	FTSJ1
1154	8.12162e-17	-9.0834	209	1	TCELL	up	CISH
10600	8.74604e-17	-9.07216	209	1	TCELL	up	USP16
6584	9.40431e-17	-9.06113	209	1	TCELL	up	SLC22A5
32	9.53496e-17	-9.05904	209	1	TCELL	up	ACACB
54882	9.66612e-17	-9.05696	209	1	TCELL	up	ANKHD1
91289	9.7828e-17	-9.05514	209	1	TCELL	up	LMF2
80052	9.81833e-17	-9.05459	209	1	TCELL	up	RPS2P45
6793	1.02672e-16	-9.04779	209	1	TCELL	up	STK10
64167	1.04396e-16	-9.04526	209	1	TCELL	up	ERAP2
10443	1.05712e-16	-9.04336	209	1	TCELL	up	N4BP2L2
6653	1.1049e-16	-9.03663	209	1	TCELL	up	SORL1
3978	1.25073e-16	-9.01777	209	1	TCELL	up	LIG1
112869	1.28204e-16	-9.01401	209	1	TCELL	up	SGF29
1786	1.295e-16	-9.01248	209	1	TCELL	up	DNMT1
274	1.45353e-16	-8.99488	209	1	TCELL	up	BIN1
311	1.56664e-16	-8.98346	209	1	TCELL	up	ANXA11
22884	1.63876e-16	-8.9766	209	1	TCELL	up	WDR37
79991	1.70242e-16	-8.97078	209	1	TCELL	up	STN1
10140	1.73628e-16	-8.96778	209	1	TCELL	up	TOB1
260294	1.78335e-16	-8.9637	209	1	TCELL	up	NSUN5P2
4790	1.83939e-16	-8.95898	209	1	TCELL	up	NFKB1
9659	1.85443e-16	-8.95773	209	1	TCELL	up	PDE4DIP
25976	1.88903e-16	-8.95491	209	1	TCELL	up	TIPARP
84851	1.92492e-16	-8.95204	209	1	TCELL	up	TRIM52
24148	1.97591e-16	-8.94804	209	1	TCELL	up	PRPF6
9194	2.02674e-16	-8.94416	209	1	TCELL	up	SLC16A7
10216	2.06274e-16	-8.94147	209	1	TCELL	up	PRG4
55795	2.12192e-16	-8.93715	209	1	TCELL	up	PCID2
116829	2.2747e-16	-8.92653	209	1	TCELL	up	NA
57234	2.55817e-16	-8.90856	209	1	TCELL	up	LINC00869
27436	2.82686e-16	-8.89328	209	1	TCELL	up	EML4
54677	2.84973e-16	-8.89204	209	1	TCELL	up	CROT
8573	3.22594e-16	-8.87305	209	1	TCELL	up	CASK
54941	3.4569e-16	-8.86244	209	1	TCELL	up	RNF125
