Gene.ID	p.value	ttest.z.score	Degrees.of.freedom	Direction	cell.type	updown	hgnc.symbol
6309	5.73515e-07	5.15972	209	-1	NK	down	SC5D
25874	5.76925e-07	5.15847	209	-1	NK	down	MPC2
55110	5.83718e-07	5.15599	209	-1	NK	down	MAGOHB
214	6.24921e-07	5.14157	209	-1	NK	down	ALCAM
2199	6.36915e-07	5.13754	209	-1	NK	down	FBLN2
8832	6.47948e-07	5.13391	209	-1	NK	down	CD84
9585	6.55778e-07	5.13136	209	-1	NK	down	KIF20B
22934	6.99394e-07	5.1177	209	-1	NK	down	RPIA
10626	7.08409e-07	5.11498	209	-1	NK	down	TRIM16
5747	7.40677e-07	5.10551	209	-1	NK	down	PTK2
11017	7.58391e-07	5.10048	209	-1	NK	down	SNRNP27
10156	8.37531e-07	5.07932	209	-1	NK	down	RASA4
29899	8.41699e-07	5.07826	209	-1	NK	down	GPSM2
7531	8.76178e-07	5.06968	209	-1	NK	down	YWHAE
87	9.59447e-07	5.05024	209	-1	NK	down	ACTN1
6636	9.80041e-07	5.04569	209	-1	NK	down	SNRPF
165	9.87492e-07	5.04406	209	-1	NK	down	AEBP1
11224	1.00055e-06	5.04124	209	-1	NK	down	RPL35
6767	1.04062e-06	5.03281	209	-1	NK	down	ST13
23189	1.05919e-06	5.02901	209	-1	NK	down	KANK1
29780	1.06476e-06	5.02788	209	-1	NK	down	PARVB
4088	1.06494e-06	5.02784	209	-1	NK	down	SMAD3
2002	1.09917e-06	5.02104	209	-1	NK	down	ELK1
605	1.12781e-06	5.0155	209	-1	NK	down	BCL7A
79718	1.13516e-06	5.0141	209	-1	NK	down	TBL1XR1
3070	1.14017e-06	5.01315	209	-1	NK	down	HELLS
3183	1.14477e-06	5.01228	209	-1	NK	down	HNRNPC
6678	1.15527e-06	5.01031	209	-1	NK	down	SPARC
6929	1.15607e-06	5.01016	209	-1	NK	down	TCF3
8936	1.18095e-06	5.00557	209	-1	NK	down	WASF1
51108	1.21249e-06	4.99988	209	-1	NK	down	METTL9
80097	1.22731e-06	4.99726	209	-1	NK	down	MZT2B
4952	1.25535e-06	4.99237	209	-1	NK	down	OCRL
3039	1.26802e-06	4.9902	209	-1	NK	down	HBA1
2958	1.27924e-06	4.9883	209	-1	NK	down	GTF2A2
5569	1.28301e-06	4.98766	209	-1	NK	down	PKIA
9655	1.31443e-06	4.98243	209	-1	NK	down	SOCS5
6612	1.31536e-06	4.98227	209	-1	NK	down	SUMO3
81892	1.40283e-06	4.96832	209	-1	NK	down	SLIRP
10257	1.40414e-06	4.96812	209	-1	NK	down	ABCC4
191	1.45703e-06	4.96009	209	-1	NK	down	AHCY
5695	1.49693e-06	4.95422	209	-1	NK	down	PSMB7
9804	1.49903e-06	4.95392	209	-1	NK	down	TOMM20
2739	1.50339e-06	4.95329	209	-1	NK	down	GLO1
728453	1.51886e-06	4.95106	209	-1	NK	down	RPS28P6
328	1.53e-06	4.94947	209	-1	NK	down	APEX1
27346	1.6184e-06	4.93724	209	-1	NK	down	TMEM97
5597	1.62319e-06	4.9366	209	-1	NK	down	MAPK6
54901	1.65578e-06	4.93226	209	-1	NK	down	CDKAL1
10773	1.73257e-06	4.92237	209	-1	NK	down	ZBTB6
91298	1.73888e-06	4.92158	209	-1	NK	down	C12orf29
7027	1.81609e-06	4.91208	209	-1	NK	down	TFDP1
10849	1.81814e-06	4.91184	209	-1	NK	down	CD3EAP
79649	1.83496e-06	4.90982	209	-1	NK	down	MAP7D3
7014	1.84147e-06	4.90905	209	-1	NK	down	TERF2
10476	1.87435e-06	4.90517	209	-1	NK	down	ATP5PD
513	1.89557e-06	4.90271	209	-1	NK	down	ATP5F1D
26960	1.9642e-06	4.89491	209	-1	NK	down	NBEA
839	1.97297e-06	4.89394	209	-1	NK	down	CASP6
5519	1.9915e-06	4.89189	209	-1	NK	down	PPP2R1B
6386	2.03959e-06	4.88665	209	-1	NK	down	SDCBP
51406	2.04506e-06	4.88606	209	-1	NK	down	NOL7
4695	2.08113e-06	4.88222	209	-1	NK	down	NDUFA2
7019	2.1001e-06	4.88023	209	-1	NK	down	TFAM
392424	2.14322e-06	4.87576	209	-1	NK	down	RPS5P8
34	2.21738e-06	4.86828	209	-1	NK	down	ACADM
54733	2.23297e-06	4.86673	209	-1	NK	down	SLC35F2
3040	2.30506e-06	4.85973	209	-1	NK	down	HBA2
10953	2.35415e-06	4.85509	209	-1	NK	down	TOMM34
10606	2.38774e-06	4.85196	209	-1	NK	down	PAICS
80267	2.39036e-06	4.85172	209	-1	NK	down	EDEM3
10605	2.40955e-06	4.84995	209	-1	NK	down	PAIP1
1017	2.50826e-06	4.84109	209	-1	NK	down	CDK2
652411	2.52157e-06	4.83992	209	-1	NK	down	RPSAP44
1742	2.61895e-06	4.83153	209	-1	NK	down	DLG4
10857	2.65111e-06	4.82883	209	-1	NK	down	PGRMC1
23480	2.68e-06	4.82643	209	-1	NK	down	SEC61G
133569	2.69381e-06	4.82529	209	-1	NK	down	RPS10P12
57380	2.70741e-06	4.82418	209	-1	NK	down	MRS2
1763	2.75239e-06	4.82052	209	-1	NK	down	DNA2
8140	2.76267e-06	4.8197	209	-1	NK	down	SLC7A5
9232	2.79126e-06	4.81741	209	-1	NK	down	PTTG1
55351	2.9147e-06	4.80781	209	-1	NK	down	STK32B
51144	2.95201e-06	4.80498	209	-1	NK	down	HSD17B12
6251	2.95952e-06	4.80442	209	-1	NK	down	RSU1
6175	2.97344e-06	4.80337	209	-1	NK	down	RPLP0
3915	2.98581e-06	4.80245	209	-1	NK	down	LAMC1
2171	3.03356e-06	4.79892	209	-1	NK	down	FABP5
3093	3.07433e-06	4.79595	209	-1	NK	down	UBE2K
57820	3.11278e-06	4.79318	209	-1	NK	down	CCNB1IP1
4171	3.18686e-06	4.78795	209	-1	NK	down	MCM2
145389	3.25645e-06	4.78313	209	-1	NK	down	SLC38A6
29103	3.2642e-06	4.7826	209	-1	NK	down	DNAJC15
310	3.30995e-06	4.7795	209	-1	NK	down	ANXA7
79752	3.31227e-06	4.77934	209	-1	NK	down	ZFAND1
10493	3.40895e-06	4.77292	209	-1	NK	down	VAT1
9829	3.43146e-06	4.77145	209	-1	NK	down	DNAJC6
10146	3.61287e-06	4.75993	209	-1	NK	down	G3BP1
25932	3.63642e-06	4.75847	209	-1	NK	down	CLIC4
2107	3.64151e-06	4.75816	209	-1	NK	down	ETF1
1477	3.65666e-06	4.75723	209	-1	NK	down	CSTF1
5961	3.68771e-06	4.75534	209	-1	NK	down	PRPH2
405	3.72379e-06	4.75316	209	-1	NK	down	ARNT
54069	3.73812e-06	4.7523	209	-1	NK	down	MIS18A
65988	3.76839e-06	4.75049	209	-1	NK	down	ZNF747
5983	3.78485e-06	4.74951	209	-1	NK	down	RFC3
79768	3.79418e-06	4.74896	209	-1	NK	down	KATNBL1
10944	3.83121e-06	4.74678	209	-1	NK	down	C11orf58
8087	3.87829e-06	4.74404	209	-1	NK	down	FXR1
8570	3.89253e-06	4.74322	209	-1	NK	down	KHSRP
79469	4.21693e-06	4.72524	209	-1	NK	down	DLEU2L
54708	4.32479e-06	4.71955	209	-1	NK	down	MARCH5
55151	4.50528e-06	4.71034	209	-1	NK	down	TMEM38B
10360	4.53369e-06	4.70892	209	-1	NK	down	NPM3
2244	4.56203e-06	4.70752	209	-1	NK	down	FGB
6307	4.64787e-06	4.70331	209	-1	NK	down	MSMO1
9125	4.67181e-06	4.70215	209	-1	NK	down	CNOT9
4893	4.73102e-06	4.69931	209	-1	NK	down	NRAS
55197	4.73846e-06	4.69895	209	-1	NK	down	RPRD1A
7551	4.77206e-06	4.69735	209	-1	NK	down	ZNF3
4712	4.81178e-06	4.69548	209	-1	NK	down	NDUFB6
9521	4.8783e-06	4.69238	209	-1	NK	down	EEF1E1
26052	5.00388e-06	4.68663	209	-1	NK	down	DNM3
9911	5.24505e-06	4.67596	209	-1	NK	down	TMCC2
63933	5.2805e-06	4.67444	209	-1	NK	down	MCUR1
539	5.37113e-06	4.67058	209	-1	NK	down	ATP5PO
80145	5.40954e-06	4.66896	209	-1	NK	down	THOC7
6888	5.46664e-06	4.66657	209	-1	NK	down	TALDO1
157567	5.48631e-06	4.66576	209	-1	NK	down	ANKRD46
